Subject,Predicate,Object
Ticket_6781,IS_TYPE,cancellation request
canon eos,RAISED,Ticket_6781
Ticket_6782,HAS_PRIORITY,medium
Ticket_6782,SUBMITTED_VIA,email
Ticket_6782,HAS_STATUS,open
Ticket_6782,IS_TYPE,refund request
apple airpods,RAISED,Ticket_6782
Ticket_6783,HAS_PRIORITY,critical
Ticket_6783,SUBMITTED_VIA,social media
Ticket_6783,HAS_STATUS,pending customer response
Ticket_6783,IS_TYPE,billing inquiry
samsung soundbar,RAISED,Ticket_6783
Ticket_6784,HAS_PRIORITY,low
Ticket_6784,SUBMITTED_VIA,email
Ticket_6784,HAS_STATUS,closed
Ticket_6784,IS_TYPE,billing inquiry
hp pavilion,RAISED,Ticket_6784
Ticket_6785,HAS_PRIORITY,high
Ticket_6785,SUBMITTED_VIA,phone
Ticket_6785,HAS_STATUS,closed
Ticket_6785,IS_TYPE,billing inquiry
sony 4k hdr tv,RAISED,Ticket_6785
Ticket_6786,HAS_PRIORITY,medium
Ticket_6786,SUBMITTED_VIA,phone
Ticket_6786,HAS_STATUS,closed
Ticket_6786,IS_TYPE,product inquiry
hp pavilion,RAISED,Ticket_6786
Ticket_6787,HAS_PRIORITY,high
Ticket_6787,SUBMITTED_VIA,chat
Ticket_6787,HAS_STATUS,open
Ticket_6787,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_6787
Ticket_6788,HAS_PRIORITY,medium
Ticket_6788,SUBMITTED_VIA,phone
Ticket_6788,HAS_STATUS,pending customer response
Ticket_6788,IS_TYPE,refund request
microsoft xbox controller,RAISED,Ticket_6788
Ticket_6789,HAS_PRIORITY,low
Ticket_6789,SUBMITTED_VIA,phone
Ticket_6789,HAS_STATUS,open
Ticket_6789,IS_TYPE,product inquiry
nikon d,RAISED,Ticket_6789
Ticket_6790,HAS_PRIORITY,medium
Ticket_6790,SUBMITTED_VIA,email
Ticket_6790,HAS_STATUS,open
Ticket_6790,IS_TYPE,refund request
nintendo switch pro controller,RAISED,Ticket_6790
Ticket_6791,HAS_PRIORITY,high
Ticket_6791,SUBMITTED_VIA,phone
Ticket_6791,HAS_STATUS,closed
Ticket_6791,IS_TYPE,cancellation request
microsoft office,RAISED,Ticket_6791
Ticket_6792,HAS_PRIORITY,low
Ticket_6792,SUBMITTED_VIA,chat
Ticket_6792,HAS_STATUS,open
Ticket_6792,IS_TYPE,billing inquiry
nintendo switch pro controller,RAISED,Ticket_6792
Ticket_6793,HAS_PRIORITY,critical
Ticket_6793,SUBMITTED_VIA,chat
Ticket_6793,HAS_STATUS,open
Ticket_6793,IS_TYPE,technical issue
amazon kindle,RAISED,Ticket_6793
Ticket_6794,HAS_PRIORITY,critical
Ticket_6794,SUBMITTED_VIA,email
Ticket_6794,HAS_STATUS,closed
Ticket_6794,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_6794
Ticket_6795,HAS_PRIORITY,low
Ticket_6795,SUBMITTED_VIA,chat
Ticket_6795,HAS_STATUS,open
Ticket_6795,IS_TYPE,cancellation request
dell xps,RAISED,Ticket_6795
Ticket_6796,HAS_PRIORITY,critical
Ticket_6796,SUBMITTED_VIA,email
Ticket_6796,HAS_STATUS,open
Ticket_6796,IS_TYPE,refund request
adobe photoshop,RAISED,Ticket_6796
Ticket_6797,HAS_PRIORITY,low
Ticket_6797,SUBMITTED_VIA,email
Ticket_6797,HAS_STATUS,pending customer response
Ticket_6797,IS_TYPE,cancellation request
garmin forerunner,RAISED,Ticket_6797
Ticket_6798,HAS_PRIORITY,critical
Ticket_6798,SUBMITTED_VIA,email
Ticket_6798,HAS_STATUS,open
Ticket_6798,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_6798
Ticket_6799,HAS_PRIORITY,high
Ticket_6799,SUBMITTED_VIA,chat
Ticket_6799,HAS_STATUS,pending customer response
Ticket_6799,IS_TYPE,technical issue
apple airpods,RAISED,Ticket_6799
Ticket_6800,HAS_PRIORITY,low
Ticket_6800,SUBMITTED_VIA,email
Ticket_6800,HAS_STATUS,pending customer response
Ticket_6800,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_6800
Ticket_6801,HAS_PRIORITY,medium
Ticket_6801,SUBMITTED_VIA,chat
Ticket_6801,HAS_STATUS,pending customer response
Ticket_6801,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_6801
Ticket_6802,HAS_PRIORITY,medium
Ticket_6802,SUBMITTED_VIA,email
Ticket_6802,HAS_STATUS,open
Ticket_6802,IS_TYPE,technical issue
hp pavilion,RAISED,Ticket_6802
Ticket_6803,HAS_PRIORITY,low
Ticket_6803,SUBMITTED_VIA,email
Ticket_6803,HAS_STATUS,open
Ticket_6803,IS_TYPE,product inquiry
autodesk autocad,RAISED,Ticket_6803
Ticket_6804,HAS_PRIORITY,medium
Ticket_6804,SUBMITTED_VIA,phone
Ticket_6804,HAS_STATUS,open
Ticket_6804,IS_TYPE,cancellation request
playstation,RAISED,Ticket_6804
Ticket_6805,HAS_PRIORITY,critical
Ticket_6805,SUBMITTED_VIA,social media
Ticket_6805,HAS_STATUS,open
Ticket_6805,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_6805
Ticket_6806,HAS_PRIORITY,low
Ticket_6806,SUBMITTED_VIA,chat
Ticket_6806,HAS_STATUS,pending customer response
Ticket_6806,IS_TYPE,product inquiry
samsung soundbar,RAISED,Ticket_6806
Ticket_6807,HAS_PRIORITY,low
Ticket_6807,SUBMITTED_VIA,chat
Ticket_6807,HAS_STATUS,pending customer response
Ticket_6807,IS_TYPE,cancellation request
google nest,RAISED,Ticket_6807
Ticket_6808,HAS_PRIORITY,low
Ticket_6808,SUBMITTED_VIA,email
Ticket_6808,HAS_STATUS,open
Ticket_6808,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_6808
Ticket_6809,HAS_PRIORITY,critical
Ticket_6809,SUBMITTED_VIA,social media
Ticket_6809,HAS_STATUS,open
Ticket_6809,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_6809
Ticket_6810,HAS_PRIORITY,high
Ticket_6810,SUBMITTED_VIA,email
Ticket_6810,HAS_STATUS,open
Ticket_6810,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_6810
Ticket_6811,HAS_PRIORITY,high
Ticket_6811,SUBMITTED_VIA,phone
Ticket_6811,HAS_STATUS,pending customer response
Ticket_6811,IS_TYPE,technical issue
gopro action camera,RAISED,Ticket_6811
Ticket_6812,HAS_PRIORITY,critical
Ticket_6812,SUBMITTED_VIA,chat
Ticket_6812,HAS_STATUS,open
Ticket_6812,IS_TYPE,refund request
playstation,RAISED,Ticket_6812
Ticket_6813,HAS_PRIORITY,critical
Ticket_6813,SUBMITTED_VIA,social media
Ticket_6813,HAS_STATUS,closed
Ticket_6813,IS_TYPE,technical issue
nest thermostat,RAISED,Ticket_6813
Ticket_6814,HAS_PRIORITY,low
Ticket_6814,SUBMITTED_VIA,chat
Ticket_6814,HAS_STATUS,pending customer response
Ticket_6814,IS_TYPE,cancellation request
dyson vacuum cleaner,RAISED,Ticket_6814
Ticket_6815,HAS_PRIORITY,high
Ticket_6815,SUBMITTED_VIA,phone
Ticket_6815,HAS_STATUS,closed
Ticket_6815,IS_TYPE,billing inquiry
samsung galaxy,RAISED,Ticket_6815
Ticket_6816,HAS_PRIORITY,high
Ticket_6816,SUBMITTED_VIA,social media
Ticket_6816,HAS_STATUS,closed
Ticket_6816,IS_TYPE,technical issue
fitbit charge,RAISED,Ticket_6816
Ticket_6817,HAS_PRIORITY,low
Ticket_6817,SUBMITTED_VIA,social media
Ticket_6817,HAS_STATUS,closed
Ticket_6817,IS_TYPE,billing inquiry
playstation,RAISED,Ticket_6817
Ticket_6818,HAS_PRIORITY,critical
Ticket_6818,SUBMITTED_VIA,social media
Ticket_6818,HAS_STATUS,open
Ticket_6818,IS_TYPE,product inquiry
macbook pro,RAISED,Ticket_6818
Ticket_6819,HAS_PRIORITY,critical
Ticket_6819,SUBMITTED_VIA,chat
Ticket_6819,HAS_STATUS,open
Ticket_6819,IS_TYPE,cancellation request
lg oled,RAISED,Ticket_6819
Ticket_6820,HAS_PRIORITY,high
Ticket_6820,SUBMITTED_VIA,email
Ticket_6820,HAS_STATUS,pending customer response
Ticket_6820,IS_TYPE,technical issue
bose quietcomfort,RAISED,Ticket_6820
Ticket_6821,HAS_PRIORITY,medium
Ticket_6821,SUBMITTED_VIA,email
Ticket_6821,HAS_STATUS,closed
Ticket_6821,IS_TYPE,refund request
adobe photoshop,RAISED,Ticket_6821
Ticket_6822,HAS_PRIORITY,low
Ticket_6822,SUBMITTED_VIA,social media
Ticket_6822,HAS_STATUS,open
Ticket_6822,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_6822
Ticket_6823,HAS_PRIORITY,medium
Ticket_6823,SUBMITTED_VIA,chat
Ticket_6823,HAS_STATUS,closed
Ticket_6823,IS_TYPE,technical issue
autodesk autocad,RAISED,Ticket_6823
Ticket_6824,HAS_PRIORITY,high
Ticket_6824,SUBMITTED_VIA,social media
Ticket_6824,HAS_STATUS,closed
Ticket_6824,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_6824
Ticket_6825,HAS_PRIORITY,critical
Ticket_6825,SUBMITTED_VIA,phone
Ticket_6825,HAS_STATUS,pending customer response
Ticket_6825,IS_TYPE,cancellation request
lg washing machine,RAISED,Ticket_6825
Ticket_6826,HAS_PRIORITY,critical
Ticket_6826,SUBMITTED_VIA,email
Ticket_6826,HAS_STATUS,open
Ticket_6826,IS_TYPE,refund request
sony 4k hdr tv,RAISED,Ticket_6826
Ticket_6827,HAS_PRIORITY,medium
Ticket_6827,SUBMITTED_VIA,chat
Ticket_6827,HAS_STATUS,pending customer response
Ticket_6827,IS_TYPE,product inquiry
dell xps,RAISED,Ticket_6827
Ticket_6828,HAS_PRIORITY,medium
Ticket_6828,SUBMITTED_VIA,social media
Ticket_6828,HAS_STATUS,pending customer response
Ticket_6828,IS_TYPE,product inquiry
macbook pro,RAISED,Ticket_6828
Ticket_6829,HAS_PRIORITY,high
Ticket_6829,SUBMITTED_VIA,social media
Ticket_6829,HAS_STATUS,closed
Ticket_6829,IS_TYPE,cancellation request
roomba robot vacuum,RAISED,Ticket_6829
Ticket_6830,HAS_PRIORITY,low
Ticket_6830,SUBMITTED_VIA,social media
Ticket_6830,HAS_STATUS,closed
Ticket_6830,IS_TYPE,product inquiry
macbook pro,RAISED,Ticket_6830
Ticket_6831,HAS_PRIORITY,medium
Ticket_6831,SUBMITTED_VIA,chat
Ticket_6831,HAS_STATUS,pending customer response
Ticket_6831,IS_TYPE,billing inquiry
philips hue lights,RAISED,Ticket_6831
Ticket_6832,HAS_PRIORITY,high
Ticket_6832,SUBMITTED_VIA,email
Ticket_6832,HAS_STATUS,pending customer response
Ticket_6832,IS_TYPE,technical issue
sony 4k hdr tv,RAISED,Ticket_6832
Ticket_6833,HAS_PRIORITY,high
Ticket_6833,SUBMITTED_VIA,phone
Ticket_6833,HAS_STATUS,closed
Ticket_6833,IS_TYPE,technical issue
philips hue lights,RAISED,Ticket_6833
Ticket_6834,HAS_PRIORITY,critical
Ticket_6834,SUBMITTED_VIA,social media
Ticket_6834,HAS_STATUS,open
Ticket_6834,IS_TYPE,cancellation request
lenovo thinkpad,RAISED,Ticket_6834
Ticket_6835,HAS_PRIORITY,critical
Ticket_6835,SUBMITTED_VIA,phone
Ticket_6835,HAS_STATUS,closed
Ticket_6835,IS_TYPE,technical issue
sony xperia,RAISED,Ticket_6835
Ticket_6836,HAS_PRIORITY,high
Ticket_6836,SUBMITTED_VIA,email
Ticket_6836,HAS_STATUS,open
Ticket_6836,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_6836
Ticket_6837,HAS_PRIORITY,high
Ticket_6837,SUBMITTED_VIA,phone
Ticket_6837,HAS_STATUS,open
Ticket_6837,IS_TYPE,cancellation request
playstation,RAISED,Ticket_6837
Ticket_6838,HAS_PRIORITY,low
Ticket_6838,SUBMITTED_VIA,social media
Ticket_6838,HAS_STATUS,closed
Ticket_6838,IS_TYPE,refund request
playstation,RAISED,Ticket_6838
Ticket_6839,HAS_PRIORITY,medium
Ticket_6839,SUBMITTED_VIA,chat
Ticket_6839,HAS_STATUS,pending customer response
Ticket_6839,IS_TYPE,technical issue
samsung galaxy,RAISED,Ticket_6839
Ticket_6840,HAS_PRIORITY,high
Ticket_6840,SUBMITTED_VIA,phone
Ticket_6840,HAS_STATUS,closed
Ticket_6840,IS_TYPE,technical issue
canon dslr camera,RAISED,Ticket_6840
Ticket_6841,HAS_PRIORITY,low
Ticket_6841,SUBMITTED_VIA,social media
Ticket_6841,HAS_STATUS,open
Ticket_6841,IS_TYPE,billing inquiry
google nest,RAISED,Ticket_6841
Ticket_6842,HAS_PRIORITY,high
Ticket_6842,SUBMITTED_VIA,email
Ticket_6842,HAS_STATUS,pending customer response
Ticket_6842,IS_TYPE,cancellation request
bose soundlink speaker,RAISED,Ticket_6842
Ticket_6843,HAS_PRIORITY,critical
Ticket_6843,SUBMITTED_VIA,email
Ticket_6843,HAS_STATUS,open
Ticket_6843,IS_TYPE,cancellation request
dell xps,RAISED,Ticket_6843
Ticket_6844,HAS_PRIORITY,critical
Ticket_6844,SUBMITTED_VIA,chat
Ticket_6844,HAS_STATUS,pending customer response
Ticket_6844,IS_TYPE,product inquiry
amazon echo,RAISED,Ticket_6844
Ticket_6845,HAS_PRIORITY,low
Ticket_6845,SUBMITTED_VIA,phone
Ticket_6845,HAS_STATUS,open
Ticket_6845,IS_TYPE,refund request
nikon d,RAISED,Ticket_6845
Ticket_6846,HAS_PRIORITY,high
Ticket_6846,SUBMITTED_VIA,phone
Ticket_6846,HAS_STATUS,closed
Ticket_6846,IS_TYPE,cancellation request
sony 4k hdr tv,RAISED,Ticket_6846
Ticket_6847,HAS_PRIORITY,critical
Ticket_6847,SUBMITTED_VIA,email
Ticket_6847,HAS_STATUS,open
Ticket_6847,IS_TYPE,cancellation request
sony playstation,RAISED,Ticket_6847
Ticket_6848,HAS_PRIORITY,high
Ticket_6848,SUBMITTED_VIA,email
Ticket_6848,HAS_STATUS,closed
Ticket_6848,IS_TYPE,refund request
microsoft office,RAISED,Ticket_6848
Ticket_6849,HAS_PRIORITY,critical
Ticket_6849,SUBMITTED_VIA,phone
Ticket_6849,HAS_STATUS,open
Ticket_6849,IS_TYPE,product inquiry
canon dslr camera,RAISED,Ticket_6849
Ticket_6850,HAS_PRIORITY,critical
Ticket_6850,SUBMITTED_VIA,email
Ticket_6850,HAS_STATUS,pending customer response
Ticket_6850,IS_TYPE,refund request
fitbit versa smartwatch,RAISED,Ticket_6850
Ticket_6851,HAS_PRIORITY,high
Ticket_6851,SUBMITTED_VIA,email
Ticket_6851,HAS_STATUS,pending customer response
Ticket_6851,IS_TYPE,refund request
canon dslr camera,RAISED,Ticket_6851
Ticket_6852,HAS_PRIORITY,high
Ticket_6852,SUBMITTED_VIA,email
Ticket_6852,HAS_STATUS,pending customer response
Ticket_6852,IS_TYPE,cancellation request
autodesk autocad,RAISED,Ticket_6852
Ticket_6853,HAS_PRIORITY,critical
Ticket_6853,SUBMITTED_VIA,social media
Ticket_6853,HAS_STATUS,closed
Ticket_6853,IS_TYPE,product inquiry
fitbit charge,RAISED,Ticket_6853
Ticket_6854,HAS_PRIORITY,high
Ticket_6854,SUBMITTED_VIA,phone
Ticket_6854,HAS_STATUS,open
Ticket_6854,IS_TYPE,technical issue
bose quietcomfort,RAISED,Ticket_6854
Ticket_6855,HAS_PRIORITY,low
Ticket_6855,SUBMITTED_VIA,email
Ticket_6855,HAS_STATUS,pending customer response
Ticket_6855,IS_TYPE,technical issue
microsoft xbox controller,RAISED,Ticket_6855
Ticket_6856,HAS_PRIORITY,high
Ticket_6856,SUBMITTED_VIA,phone
Ticket_6856,HAS_STATUS,open
Ticket_6856,IS_TYPE,cancellation request
lenovo thinkpad,RAISED,Ticket_6856
Ticket_6857,HAS_PRIORITY,medium
Ticket_6857,SUBMITTED_VIA,phone
Ticket_6857,HAS_STATUS,closed
Ticket_6857,IS_TYPE,billing inquiry
nest thermostat,RAISED,Ticket_6857
Ticket_6858,HAS_PRIORITY,medium
Ticket_6858,SUBMITTED_VIA,phone
Ticket_6858,HAS_STATUS,pending customer response
Ticket_6858,IS_TYPE,billing inquiry
roomba robot vacuum,RAISED,Ticket_6858
Ticket_6859,HAS_PRIORITY,low
Ticket_6859,SUBMITTED_VIA,email
Ticket_6859,HAS_STATUS,pending customer response
Ticket_6859,IS_TYPE,product inquiry
roomba robot vacuum,RAISED,Ticket_6859
Ticket_6860,HAS_PRIORITY,critical
Ticket_6860,SUBMITTED_VIA,phone
Ticket_6860,HAS_STATUS,pending customer response
Ticket_6860,IS_TYPE,technical issue
garmin forerunner,RAISED,Ticket_6860
Ticket_6861,HAS_PRIORITY,critical
Ticket_6861,SUBMITTED_VIA,chat
Ticket_6861,HAS_STATUS,open
Ticket_6861,IS_TYPE,technical issue
microsoft surface,RAISED,Ticket_6861
Ticket_6862,HAS_PRIORITY,critical
Ticket_6862,SUBMITTED_VIA,social media
Ticket_6862,HAS_STATUS,pending customer response
Ticket_6862,IS_TYPE,refund request
xbox,RAISED,Ticket_6862
Ticket_6863,HAS_PRIORITY,high
Ticket_6863,SUBMITTED_VIA,chat
Ticket_6863,HAS_STATUS,pending customer response
Ticket_6863,IS_TYPE,product inquiry
samsung galaxy,RAISED,Ticket_6863
Ticket_6864,HAS_PRIORITY,low
Ticket_6864,SUBMITTED_VIA,chat
Ticket_6864,HAS_STATUS,open
Ticket_6864,IS_TYPE,technical issue
fitbit charge,RAISED,Ticket_6864
Ticket_6865,HAS_PRIORITY,high
Ticket_6865,SUBMITTED_VIA,phone
Ticket_6865,HAS_STATUS,pending customer response
Ticket_6865,IS_TYPE,refund request
macbook pro,RAISED,Ticket_6865
Ticket_6866,HAS_PRIORITY,medium
Ticket_6866,SUBMITTED_VIA,chat
Ticket_6866,HAS_STATUS,pending customer response
Ticket_6866,IS_TYPE,product inquiry
apple airpods,RAISED,Ticket_6866
Ticket_6867,HAS_PRIORITY,high
Ticket_6867,SUBMITTED_VIA,phone
Ticket_6867,HAS_STATUS,pending customer response
Ticket_6867,IS_TYPE,billing inquiry
gopro hero,RAISED,Ticket_6867
Ticket_6868,HAS_PRIORITY,high
Ticket_6868,SUBMITTED_VIA,email
Ticket_6868,HAS_STATUS,closed
Ticket_6868,IS_TYPE,product inquiry
lg washing machine,RAISED,Ticket_6868
Ticket_6869,HAS_PRIORITY,medium
Ticket_6869,SUBMITTED_VIA,chat
Ticket_6869,HAS_STATUS,closed
Ticket_6869,IS_TYPE,technical issue
sony playstation,RAISED,Ticket_6869
Ticket_6870,HAS_PRIORITY,critical
Ticket_6870,SUBMITTED_VIA,social media
Ticket_6870,HAS_STATUS,pending customer response
Ticket_6870,IS_TYPE,billing inquiry
bose quietcomfort,RAISED,Ticket_6870
Ticket_6871,HAS_PRIORITY,medium
Ticket_6871,SUBMITTED_VIA,phone
Ticket_6871,HAS_STATUS,pending customer response
Ticket_6871,IS_TYPE,product inquiry
microsoft surface,RAISED,Ticket_6871
Ticket_6872,HAS_PRIORITY,high
Ticket_6872,SUBMITTED_VIA,email
Ticket_6872,HAS_STATUS,open
Ticket_6872,IS_TYPE,technical issue
bose quietcomfort,RAISED,Ticket_6872
Ticket_6873,HAS_PRIORITY,medium
Ticket_6873,SUBMITTED_VIA,social media
Ticket_6873,HAS_STATUS,open
Ticket_6873,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_6873
Ticket_6874,HAS_PRIORITY,critical
Ticket_6874,SUBMITTED_VIA,phone
Ticket_6874,HAS_STATUS,open
Ticket_6874,IS_TYPE,cancellation request
gopro hero,RAISED,Ticket_6874
Ticket_6875,HAS_PRIORITY,low
Ticket_6875,SUBMITTED_VIA,email
Ticket_6875,HAS_STATUS,open
Ticket_6875,IS_TYPE,technical issue
samsung soundbar,RAISED,Ticket_6875
Ticket_6876,HAS_PRIORITY,low
Ticket_6876,SUBMITTED_VIA,email
Ticket_6876,HAS_STATUS,pending customer response
Ticket_6876,IS_TYPE,billing inquiry
canon eos,RAISED,Ticket_6876
Ticket_6877,HAS_PRIORITY,medium
Ticket_6877,SUBMITTED_VIA,phone
Ticket_6877,HAS_STATUS,pending customer response
Ticket_6877,IS_TYPE,technical issue
adobe photoshop,RAISED,Ticket_6877
Ticket_6878,HAS_PRIORITY,low
Ticket_6878,SUBMITTED_VIA,chat
Ticket_6878,HAS_STATUS,open
Ticket_6878,IS_TYPE,billing inquiry
sony playstation,RAISED,Ticket_6878
Ticket_6879,HAS_PRIORITY,medium
Ticket_6879,SUBMITTED_VIA,phone
Ticket_6879,HAS_STATUS,open
Ticket_6879,IS_TYPE,cancellation request
nintendo switch,RAISED,Ticket_6879
Ticket_6880,HAS_PRIORITY,high
Ticket_6880,SUBMITTED_VIA,phone
Ticket_6880,HAS_STATUS,pending customer response
Ticket_6880,IS_TYPE,refund request
dyson vacuum cleaner,RAISED,Ticket_6880
Ticket_6881,HAS_PRIORITY,critical
Ticket_6881,SUBMITTED_VIA,email
Ticket_6881,HAS_STATUS,open
Ticket_6881,IS_TYPE,refund request
philips hue lights,RAISED,Ticket_6881
Ticket_6882,HAS_PRIORITY,critical
Ticket_6882,SUBMITTED_VIA,email
Ticket_6882,HAS_STATUS,closed
Ticket_6882,IS_TYPE,cancellation request
amazon echo,RAISED,Ticket_6882
Ticket_6883,HAS_PRIORITY,high
Ticket_6883,SUBMITTED_VIA,phone
Ticket_6883,HAS_STATUS,open
Ticket_6883,IS_TYPE,technical issue
apple airpods,RAISED,Ticket_6883
Ticket_6884,HAS_PRIORITY,low
Ticket_6884,SUBMITTED_VIA,social media
Ticket_6884,HAS_STATUS,closed
Ticket_6884,IS_TYPE,technical issue
sony playstation,RAISED,Ticket_6884
Ticket_6885,HAS_PRIORITY,high
Ticket_6885,SUBMITTED_VIA,chat
Ticket_6885,HAS_STATUS,open
Ticket_6885,IS_TYPE,refund request
canon eos,RAISED,Ticket_6885
Ticket_6886,HAS_PRIORITY,low
Ticket_6886,SUBMITTED_VIA,phone
Ticket_6886,HAS_STATUS,pending customer response
Ticket_6886,IS_TYPE,billing inquiry
lg oled,RAISED,Ticket_6886
Ticket_6887,HAS_PRIORITY,medium
Ticket_6887,SUBMITTED_VIA,phone
Ticket_6887,HAS_STATUS,closed
Ticket_6887,IS_TYPE,refund request
roomba robot vacuum,RAISED,Ticket_6887
Ticket_6888,HAS_PRIORITY,critical
Ticket_6888,SUBMITTED_VIA,chat
Ticket_6888,HAS_STATUS,open
Ticket_6888,IS_TYPE,product inquiry
apple airpods,RAISED,Ticket_6888
Ticket_6889,HAS_PRIORITY,low
Ticket_6889,SUBMITTED_VIA,chat
Ticket_6889,HAS_STATUS,pending customer response
Ticket_6889,IS_TYPE,billing inquiry
lenovo thinkpad,RAISED,Ticket_6889
Ticket_6890,HAS_PRIORITY,high
Ticket_6890,SUBMITTED_VIA,email
Ticket_6890,HAS_STATUS,closed
Ticket_6890,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_6890
Ticket_6891,HAS_PRIORITY,low
Ticket_6891,SUBMITTED_VIA,social media
Ticket_6891,HAS_STATUS,closed
Ticket_6891,IS_TYPE,product inquiry
bose quietcomfort,RAISED,Ticket_6891
Ticket_6892,HAS_PRIORITY,medium
Ticket_6892,SUBMITTED_VIA,social media
Ticket_6892,HAS_STATUS,closed
Ticket_6892,IS_TYPE,billing inquiry
playstation,RAISED,Ticket_6892
Ticket_6893,HAS_PRIORITY,critical
Ticket_6893,SUBMITTED_VIA,email
Ticket_6893,HAS_STATUS,pending customer response
Ticket_6893,IS_TYPE,cancellation request
hp pavilion,RAISED,Ticket_6893
Ticket_6894,HAS_PRIORITY,low
Ticket_6894,SUBMITTED_VIA,phone
Ticket_6894,HAS_STATUS,closed
Ticket_6894,IS_TYPE,refund request
nest thermostat,RAISED,Ticket_6894
Ticket_6895,HAS_PRIORITY,high
Ticket_6895,SUBMITTED_VIA,email
Ticket_6895,HAS_STATUS,open
Ticket_6895,IS_TYPE,technical issue
lg washing machine,RAISED,Ticket_6895
Ticket_6896,HAS_PRIORITY,medium
Ticket_6896,SUBMITTED_VIA,email
Ticket_6896,HAS_STATUS,pending customer response
Ticket_6896,IS_TYPE,product inquiry
nikon d,RAISED,Ticket_6896
Ticket_6897,HAS_PRIORITY,low
Ticket_6897,SUBMITTED_VIA,phone
Ticket_6897,HAS_STATUS,closed
Ticket_6897,IS_TYPE,refund request
autodesk autocad,RAISED,Ticket_6897
Ticket_6898,HAS_PRIORITY,critical
Ticket_6898,SUBMITTED_VIA,phone
Ticket_6898,HAS_STATUS,open
Ticket_6898,IS_TYPE,product inquiry
fitbit charge,RAISED,Ticket_6898
Ticket_6899,HAS_PRIORITY,medium
Ticket_6899,SUBMITTED_VIA,phone
Ticket_6899,HAS_STATUS,pending customer response
Ticket_6899,IS_TYPE,cancellation request
philips hue lights,RAISED,Ticket_6899
Ticket_6900,HAS_PRIORITY,medium
Ticket_6900,SUBMITTED_VIA,phone
Ticket_6900,HAS_STATUS,closed
Ticket_6900,IS_TYPE,product inquiry
gopro action camera,RAISED,Ticket_6900
Ticket_6901,HAS_PRIORITY,low
Ticket_6901,SUBMITTED_VIA,social media
Ticket_6901,HAS_STATUS,closed
Ticket_6901,IS_TYPE,cancellation request
hp pavilion,RAISED,Ticket_6901
Ticket_6902,HAS_PRIORITY,critical
Ticket_6902,SUBMITTED_VIA,email
Ticket_6902,HAS_STATUS,closed
Ticket_6902,IS_TYPE,billing inquiry
fitbit versa smartwatch,RAISED,Ticket_6902
Ticket_6903,HAS_PRIORITY,medium
Ticket_6903,SUBMITTED_VIA,email
Ticket_6903,HAS_STATUS,pending customer response
Ticket_6903,IS_TYPE,technical issue
lg smart tv,RAISED,Ticket_6903
Ticket_6904,HAS_PRIORITY,critical
Ticket_6904,SUBMITTED_VIA,social media
Ticket_6904,HAS_STATUS,open
Ticket_6904,IS_TYPE,billing inquiry
gopro hero,RAISED,Ticket_6904
Ticket_6905,HAS_PRIORITY,medium
Ticket_6905,SUBMITTED_VIA,phone
Ticket_6905,HAS_STATUS,pending customer response
Ticket_6905,IS_TYPE,product inquiry
microsoft surface,RAISED,Ticket_6905
Ticket_6906,HAS_PRIORITY,critical
Ticket_6906,SUBMITTED_VIA,chat
Ticket_6906,HAS_STATUS,pending customer response
Ticket_6906,IS_TYPE,technical issue
nintendo switch pro controller,RAISED,Ticket_6906
Ticket_6907,HAS_PRIORITY,critical
Ticket_6907,SUBMITTED_VIA,phone
Ticket_6907,HAS_STATUS,closed
Ticket_6907,IS_TYPE,billing inquiry
lenovo thinkpad,RAISED,Ticket_6907
Ticket_6908,HAS_PRIORITY,high
Ticket_6908,SUBMITTED_VIA,phone
Ticket_6908,HAS_STATUS,pending customer response
Ticket_6908,IS_TYPE,refund request
lenovo thinkpad,RAISED,Ticket_6908
Ticket_6909,HAS_PRIORITY,medium
Ticket_6909,SUBMITTED_VIA,chat
Ticket_6909,HAS_STATUS,pending customer response
Ticket_6909,IS_TYPE,billing inquiry
microsoft surface,RAISED,Ticket_6909
Ticket_6910,HAS_PRIORITY,medium
Ticket_6910,SUBMITTED_VIA,email
Ticket_6910,HAS_STATUS,closed
Ticket_6910,IS_TYPE,refund request
bose soundlink speaker,RAISED,Ticket_6910
Ticket_6911,HAS_PRIORITY,critical
Ticket_6911,SUBMITTED_VIA,chat
Ticket_6911,HAS_STATUS,closed
Ticket_6911,IS_TYPE,product inquiry
gopro hero,RAISED,Ticket_6911
Ticket_6912,HAS_PRIORITY,low
Ticket_6912,SUBMITTED_VIA,email
